Qiime_ID,Input_ID,Genus,OTU,Taxa
>V4_5903,V4_HQ108183_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5904,V4_HQ118100_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_5905,V4_HQ123471_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5906,V4_HQ143562_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5907,V4_HQ143564_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5908,V4_HQ143569_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5909,V4_HQ143633_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_812,V4_ADWC01000017_Propionibacterium_acnes_HL096PA2,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_813,V4_ADWF01000005_Propionibacterium_acnes_HL103PA1,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_810,V4_ADVP01000026_Staphylococcus_aureus_subsp_aureus_ATCC_51811,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_811,V4_ADWB01000007_Propionibacterium_acnes_HL096PA3,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_3766,V4_CADG01000022_Helicobacter_pylori_NQ352,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3767,V4_CADH01000056_Helicobacter_pylori_NQ1701,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_814,V4_ADWH01000017_Propionibacterium_acnes_HL099PA1,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_3765,V4_CADF01000005_Helicobacter_pylori_NQ1712,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3768,V4_CADI01000065_Helicobacter_pylori_NQ392,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3769,V4_CADJ01000078_Helicobacter_pylori_NQ1707,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_609,V4_ABZC01000005_Streptococcus_pneumoniae_CCRI_1974,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1629,V4_AF398300_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1628,V4_AF398299_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1625,V4_AF398296_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1624,V4_AF398295_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1627,V4_AF398298_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1626,V4_AF398297_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1621,V4_AF398292_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1620,V4_AF398291_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1623,V4_AF398294_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1622,V4_AF398293_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_4231,V4_CP003187_Bacillus_cereus_F837-76,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4230,V4_CP003187_Bacillus_cereus_F837-76,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4233,V4_CP003194_Staphylococcus_aureus_subsp_aureus_11819_97,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4232,V4_CP003187_Bacillus_cereus_F837-76,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4235,V4_CP003194_Staphylococcus_aureus_subsp_aureus_11819_97,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4234,V4_CP003194_Staphylococcus_aureus_subsp_aureus_11819_97,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4237,V4_CP003194_Staphylococcus_aureus_subsp_aureus_11819_97,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4236,V4_CP003194_Staphylococcus_aureus_subsp_aureus_11819_97,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4239,V4_CP003195_Propionibacterium_acnes_TypeIA2_Pacn33,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_4238,V4_CP003195_Propionibacterium_acnes_TypeIA2_Pacn33,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_5018,V4_FJ527559_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5019,V4_FJ527680_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5016,V4_FJ483513_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5017,V4_FJ501984_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5014,V4_FJ481129_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_5015,V4_FJ481960_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5012,V4_FJ463819_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5013,V4_FJ463820_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5010,V4_FJ462699_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5011,V4_FJ463818_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_100,V4_AB042286_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_101,V4_AB042287_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_102,V4_AB042288_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_103,V4_AB042289_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_104,V4_AB042290_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_105,V4_AB042291_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_106,V4_AB050111_Bacteroides_vulgatus,Bacteroides,7,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
>V4_107,V4_AB050630_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_108,V4_AB077986_Rhodobacter_gluconicum,Rhodobacter,11,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
>V4_109,V4_AB079681_Rhodobacter_sp_AP_10,Rhodobacter,11,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
>V4_1489,V4_AF361935_Helicobacter_pylori,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_1488,V4_AF348617_Helicobacter_pylori,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_1481,V4_AF337940_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1480,V4_AF337939_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1483,V4_AF337942_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1482,V4_AF337941_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1485,V4_AF337944_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1484,V4_AF337943_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1487,V4_AF337946_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1486,V4_AF337945_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_388,V4_AB680755_Staphylococcus_aureus_subsp_aureus,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_6279,V4_JN162446_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_389,V4_AB680757_Escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6273,V4_JN162417_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6272,V4_JN159662_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6271,V4_JN120863_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6270,V4_JN102567_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_6277,V4_JN162444_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6276,V4_JN162443_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6275,V4_JN162430_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6274,V4_JN162419_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_380,V4_AB680601_Escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_381,V4_AB680605_Escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_601,V4_ABWC01000018_Streptococcus_pneumoniae_BS397,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_600,V4_ABWB01000066_Streptococcus_pneumoniae_BS457,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4335,V4_DI107372_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2592,V4_AHAJ01000008_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2593,V4_AHAJ01000011_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2590,V4_AHAJ01000007_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2591,V4_AHAJ01000008_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2596,V4_AHAJ01000032_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2597,V4_AHJV01000040_Staphylococcus_aureus_subsp_aureus_21252,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_2594,V4_AHAJ01000012_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2595,V4_AHAJ01000019_Acinetobacter_baumannii_5711,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_2598,V4_AHJW01000025_Staphylococcus_aureus_subsp_aureus_21262,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_2599,V4_AHJX01000012_Staphylococcus_aureus_subsp_aureus_21264,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5742,V4_HM216570_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_3979,V4_CP001182_Acinetobacter_baumannii_AB0057,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3978,V4_CP001182_Acinetobacter_baumannii_AB0057,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3977,V4_CP001182_Acinetobacter_baumannii_AB0057,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3976,V4_CP001182_Acinetobacter_baumannii_AB0057,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3975,V4_CP001182_Acinetobacter_baumannii_AB0057,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3974,V4_CP001177_Bacillus_cereus_AH187,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3973,V4_CP001177_Bacillus_cereus_AH187,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3972,V4_CP001177_Bacillus_cereus_AH187,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3971,V4_CP001177_Bacillus_cereus_AH187,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3970,V4_CP001177_Bacillus_cereus_AH187,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5741,V4_HM216567_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5746,V4_HM217991_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5747,V4_HM218008_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_2404,V4_AGPP01000011_Streptococcus_pneumoniae_GA41688,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5744,V4_HM217960_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_2405,V4_AGPQ01000001_Streptococcus_pneumoniae_GA43380,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5745,V4_HM217990_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_2406,V4_AGPQ01000003_Streptococcus_pneumoniae_GA43380,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_6031,V4_HQ721266_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_2407,V4_AGPQ01000008_Streptococcus_pneumoniae_GA43380,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2378,V4_AGPL01000014_Streptococcus_pneumoniae_GA19451,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_6030,V4_HQ721260_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_2376,V4_AGPK01000012_Streptococcus_pneumoniae_GA19077,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2377,V4_AGPL01000004_Streptococcus_pneumoniae_GA19451,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2374,V4_AGPK01000010_Streptococcus_pneumoniae_GA19077,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2375,V4_AGPK01000011_Streptococcus_pneumoniae_GA19077,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2372,V4_AGPK01000001_Streptococcus_pneumoniae_GA19077,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1021,V4_AELE01000033_Escherichia_coli_TW14425,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2370,V4_AGPJ01000010_Streptococcus_pneumoniae_GA17971,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2371,V4_AGPJ01000010_Streptococcus_pneumoniae_GA17971,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1020,V4_AELE01000031_Escherichia_coli_TW14425,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2402,V4_AGPP01000009_Streptococcus_pneumoniae_GA41688,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_6035,V4_HQ727973_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_2403,V4_AGPP01000010_Streptococcus_pneumoniae_GA41688,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_6034,V4_HQ721277_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_3133,V4_AJ239290_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1025,V4_AELN01000035_Methanobrevibacter_smithii_TS146B,Methanobrevibacter,6,k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__
>V4_3132,V4_AJ234054_Actinomyces_odontolyticuS,Actinomyces,15,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
>V4_6036,V4_HQ731045_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3131,V4_AJ234047_Actinomyces_odontolyticuS,Actinomyces,15,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
>V4_126,V4_AB175036_Streptococcus_agalactiae,Streptococcus_agalactiae,23,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae
>V4_3130,V4_AJ234043_Actinomyces_odontolyticuS,Actinomyces,15,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
>V4_127,V4_AB175037_Streptococcus_agalactiae,Streptococcus_agalactiae,23,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae
>V4_3137,V4_AJ239309_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_656,V4_ACMH01000177_Bacillus_cereus_Rock1_15,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3136,V4_AJ239308_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_2505,V4_AGQH01000016_Streptococcus_pneumoniae_EU_NP01,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_125,V4_AB154827_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_3427,V4_AY132111_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_2504,V4_AGQH01000015_Streptococcus_pneumoniae_EU_NP01,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_650,V4_ACMA01000103_Bacillus_cereus_m1550,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
